"eid","aikz","insertmark","teid","inst_nr","ktxt","dtxt","ltxt","aufgabe","ausstattung","bemerkung","forschungstaetig","kooperation","kostenst","drucken","veranstalter","zeitstempel","domain","externid","layoutid","inhaltsverzkz","sap_id","sap_id_parent"
10944,A,,8,,EuEthnGs        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Geschlechterstudien und Europäische Ethnologie",Geschlechterstudien und Europäische Ethnologie,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.479,,"513015                          ",,,"50000545","50000541"
10119,A,0,8,"545031    ",Audiopäd        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Rehabilitationswissenschaften, Gebärdensprach- und Audiopädagogik",Gebärdensprach- und Audiopädagogik,,,,,,                    ,N,N,2022-01-19 10:49:06.949,,"551731                          ",,,"50000754","50000740"
10091,A,0,2,"544001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:07.026,,"551901                          ",,,"50000782","50000781"
10093,A,0,8,"544011    ",TraBewWi        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft, Trainings- und Bewegungswissenschaften",Trainings- und Bewegungswissenschaften,,,,,,                    ,N,N,2022-01-19 10:49:07.029,,"551911                          ",,,"50000783","50000781"
10485,A,0,10,"931300    ",HwSwS           ,"Zentraleinrichtung Computer- und Medienservice, Hard- und Softwareservice",Hard- und Softwareservice,,,,,,                    ,N,N,2022-01-19 10:49:07.349,,"931300                          ",,,"50000927","50000922"
10490,A,0,10,"931400    ",SysSw           ,"Zentraleinrichtung Computer- und Medienservice, Systemsoftware und Kommunikation",Systemsoftware und Kommunikation,,,,,,                    ,N,N,2022-01-19 10:49:07.358,,"931400                          ",,,"50000932","50000922"
10094,A,0,8,"544012    ",SpoDidak        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft, Sportdidaktik und Unterrichtsforschung",Sportdidaktik und Unterrichtsforschung,,,,,,                    ,N,N,2022-01-19 10:49:07.031,,"551912                          ",,,"50000784","50000781"
10095,A,0,8,"544013    ",SpoSozio        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sportwissenschaft, Sportsoziologie",Sportsoziologie,,,,,,                    ,N,N,2022-01-19 10:49:07.033,,"551913                          ",,,"50000785","50000781"
10946,A,,8,,EuEthno4        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Europäische Ethnologie - moderne Stadt- und Popularkulturen",Europäische Ethnologie - moderne Stadt- und Popularkulturen,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.481,,"513017                          ",,,"50000546","50000541"
10608,A,0,8,"535013    ",KulturGe        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Kulturgeschichte",Kulturgeschichte,,,,,,                    ,N,N,2022-01-19 10:49:06.848,,"551413                          ",,,"50000711","50000707"
10977,A,,8,,Evalua          ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Wissenschaftssoziologie und Evaluationsforschung (J) (S)",Wissenschaftssoziologie und Evaluationsforschung (J) (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:07.003,,"551835                          ",,,"50000774","50000755"
10658,A,0,2,"534001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Archäologie, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.735,,"551101                          ",,,"50000660","50000659"
11378,A,,8,,MoriOgai        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Mori-Ogai-Gedenkstätte",Mori-Ogai-Gedenkstätte,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.758,,"551223                          ",,,"50000672","50000666"
11382,A,,8,,TransMus        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Musikwissenschaft und Medienwissenschaft, Transkulturelle Musikwissensch. u. histor. Anthropologie d.Musik",Transkulturelle Musikwissensch. u. histor. Anthropologie d.Musik,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.902,,"551618                          ",,,"50000737","50000729"
8642,A,0,8,"531011    ",InnPolit        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Innenpolitik der Bundesrepublik Deutschland",Innenpolitik der Bundesrepublik Deutschland,,,,,,                    ,N,N,2022-01-19 10:49:06.958,,"551811                          ",,,"50000757","50000755"
8647,A,0,8,"531016    ",PolitTh         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Theorie der Politik",Theorie der Politik,,,,,,                    ,N,N,2022-01-19 10:49:06.968,,"551816                          ",,,"50000761","50000755"
8639,A,0,7,"531000    ",SoWi            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften",Institut für Sozialwissenschaften,,,,,,                    ,J,J,2022-01-19 10:49:06.952,,"551800                          ",,,"50000755","50000649"
8649,A,0,8,"531018    ",PolSysA         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Vergleichende Analyse politischer Systeme",Vergleichende Analyse politischer Systeme,,,,,,                    ,N,N,2022-01-19 10:49:06.974,,"551818                          ",,,"50000763","50000755"
8652,A,0,8,"531021    ",AlgSozio        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Allgemeine Soziologie und Kultursoziologie",Allgemeine Soziologie und Kultursoziologie,,,,,,                    ,N,N,2022-01-19 10:49:06.977,,"551821                          ",,,"50000764","50000755"
8654,A,0,8,"531023    ",EmpSozFo        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Empirische Sozialforschung",Empirische Sozialforschung,,,,,,                    ,N,N,2022-01-19 10:49:06.982,,"551823                          ",,,"50000766","50000755"
10661,A,0,8,"534012    ",ARNOAfr1        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Archäologie, Archäologie und Kulturgeschichte Nordostafrikas I",Archäologie und Kulturgeschichte Nordostafrikas I,,,,,,                    ,N,N,2022-01-19 10:49:06.737,,"551112                          ",,,"50000661","50000659"
10149,A,0,8,"546034    ",ErwWeitB        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Erwachsenen- und Weiterbildung",Erwachsenen- und Weiterbildung,,,,,,                    ,N,N,2022-01-19 10:49:06.826,,"551334                          ",,,"50000701","50000683"
11005,A,,8,,HiBiFor         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Historische Bildungsforschung (S)",Historische Bildungsforschung (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.838,,"551343                          ",,,"50000706","50000683"
10604,A,0,2,"535001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.842,,"551401                          ",,,"50000708","50000707"
10606,A,0,8,"535011    ",WissKuGe        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Wissens- und Kulturgeschichte",Wissens- und Kulturgeschichte,,,,,,                    ,N,N,2022-01-19 10:49:06.844,,"551411                          ",,,"50000709","50000707"
10607,A,0,8,"535012    ",AnthrGe         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Historische Anthropologie und Geschlechterforschung",Historische Anthropologie und Geschlechterforschung,,,,,,                    ,N,N,2022-01-19 10:49:06.846,,"551412                          ",,,"50000710","50000707"
10164,A,0,11,"600100    ",DekanatTheo     ,"Theologische Fakultät, Dekan(in) / Prodekan(in)  Dekanat",Dekan(in) / Prodekan(in)  Dekanat,,,,,,                    ,N,N,2022-01-19 10:49:07.057,,"600100                          ",,,"50000793","50000792"
11532,A,,8,,DigiHist        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Digital History",Digital History,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.468,,"512046                          ",,,"50000540","50000518"
10603,A,0,7,"535000    ",IfKulturW       ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft",Institut für Kulturwissenschaft,,,,,,                    ,J,J,2022-01-19 10:49:06.840,,"551400                          ",,,"50000707","50000649"
8847,A,0,7,"514000    ",IBI             ,"Philosophische Fakultät, Institut für Bibliotheks- und Informationswissenschaft",Institut für Bibliotheks- und Informationswissenschaft,,,,,,                    ,J,J,2022-01-19 10:49:06.495,,"514000                          ",,,"50000553","50000492"
8848,A,0,2,"514001    ",GDir            ,"Philosophische Fakultät, Institut für Bibliotheks- und Informationswissenschaft, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.497,,"514001                          ",,,"50000554","50000553"
10949,A,,8,,Retriev         ,"Philosophische Fakultät, Institut für Bibliotheks- und Informationswissenschaft, Information Retrieval",Information Retrieval,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.499,,"514023                          ",,,"50000555","50000553"
10589,A,0,2,"536001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.865,,"551501                          ",,,"50000720","50000719"
8796,A,0,7,"538100    ",ZTG             ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Zentrum für Transdisziplinäre Geschlechterstudien",Zentrum für Transdisziplinäre Geschlechterstudien,,,,,,                    ,J,J,2022-01-19 10:49:07.051,,"558300                          ",,,"50000791","50000649"
10335,A,0,8,"821013    ",GBGesch         ,"Zentralinstitut Großbritannien-Zentrum, Geschichte und Gesellschaft Großbritanniens",Geschichte und Gesellschaft Großbritanniens,,,,,,                    ,N,N,2022-01-19 10:49:07.243,,"821013                          ",,,"50000864","50000860"
9930,A,0,11,"520100    ",DekanatSLF      ,"Sprach- und literaturwissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat",Dekan(in) / Prodekan(in) Dekanat,,,,,,                    ,N,J,2022-01-19 10:49:06.512,,"520100                          ",,,"50000561","50000560"
9931,A,0,11,"520101    ",DekanSLF        ,"Sprach- und literaturwissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Dekan(in)",Dekan(in),,,,,,                    ,N,N,2022-01-19 10:49:06.514,,"520101                          ",,,"50000562","50000561"
9932,A,0,11,"520111    ",StudDekSLF      ,"Sprach- und literaturwissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) für Studium und Lehre",Prodekan(in) für Studium und Lehre,,,,,,                    ,N,N,2022-01-19 10:49:06.516,,"520111                          ",,,"50000563","50000561"
9933,A,0,6,"520200    ",GfSLFFak        ,"Sprach- und literaturwissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Dekan(in), Geschäftsführung",Geschäftsführung,,,,,,                    ,N,N,2022-01-19 10:49:06.518,,"520200                          ",,,"50000566","50000562"
11390,A,,8,,GeMumoKo        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Archäologie, Theorie und Geschichte multimodaler Kommunikation",Theorie und Geschichte multimodaler Kommunikation,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.745,,"551118                          ",,,"50000665","50000659"
11393,A,,8,,EuKuGe          ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Europäische Kultur- und Wissensgeschichte (S)",Europäische Kultur- und Wissensgeschichte (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.861,,"551427                          ",,,"50000718","50000707"
11011,A,,8,,STEthik         ,"Theologische Fakultät, Systematische Theologie mit Schwerpunkt Ethik und Hermeneutik",Systematische Theologie mit Schwerpunkt Ethik und Hermeneutik,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:07.098,,"601045                          ",,,"50000810","50000792"
8772,A,0,2,"533001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.748,,"551201                          ",,,"50000667","50000666"
10065,A,0,8,"527013    ",FDidLaGr        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Didaktik Griechisch und Latein",Didaktik Griechisch und Latein,,,,,,                    ,N,N,2022-01-19 10:49:06.703,,"527013                          ",,,"50000646","50000642"
9130,A,0,11,"200101    ",DekanLeWi       ,"Lebenswissenschaftliche Fakultät, Dekanat, Dekan(in)",Dekan(in),,,,,,                    ,N,N,2022-01-19 10:49:05.835,,"210101                          ",,,"50000233","50000232"
10928,A,,8,,PhilReSo        ,"Philosophische Fakultät, Institut für Philosophie, Praktische Philosophie / Rechts- und Sozialphilosophie",Praktische Philosophie / Rechts- und Sozialphilosophie,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.407,,"511024                          ",,,"50000511","50000501"
9955,A,0,7,"521000    ",DtLit           ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur",Institut für deutsche Literatur,,,,,,                    ,J,J,2022-01-19 10:49:06.526,,"521000                          ",,,"50000570","50000560"
9956,A,0,2,"521001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.528,,"521001                          ",,,"50000571","50000570"
9958,A,0,8,"521011    ",LitHMA          ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Ältere deutsche Literatur / Literatur des hohen Mittelalters",Ältere deutsche Literatur / Literatur des hohen Mittelalters,,,,,,                    ,N,N,2022-01-19 10:49:06.530,,"521011                          ",,,"50000572","50000570"
9959,A,0,8,"521013    ",SemPrag         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Allgem. und germanist. Sprachwissenschaft Semantik und Pragmatik",Allgem. und germanist. Sprachwissenschaft Semantik und Pragmatik,,,,,,                    ,N,N,2022-01-19 10:49:06.532,,"521013                          ",,,"50000573","50000570"
10954,A,,,,GrBrief         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Geschäftsführendes Direktorat, Arbeitsstelle Grimm-Briefwechsel",Arbeitsstelle Grimm-Briefwechsel,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.556,,"521091                          ",,,"50000584","50000571"
10955,A,,,,HM-Ar           ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Geschäftsführendes Direktorat, Heiner-Müller Archiv",Heiner-Müller Archiv,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.559,,"521092                          ",,,"50000585","50000571"
9976,A,0,2,"522001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.566,,"522001                          ",,,"50000589","50000588"
9982,A,0,8,"522017    ",VglSprWi        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Historisch-Vergleichende Sprachwissenschaft",Historisch-Vergleichende Sprachwissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.583,,"522017                          ",,,"50000596","50000588"
9983,A,0,8,"522018    ",PsyLing         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Sprachwissenschaft des Deutschen: Psycholinguistik",Sprachwissenschaft des Deutschen: Psycholinguistik,,,,,,                    ,N,N,2022-01-19 10:49:06.585,,"522018                          ",,,"50000597","50000588"
10235,A,0,8,"701017    ",Marketng        ,"Wirtschaftswissenschaftliche Fakultät, Marketing",Marketing,,,,,,                    ,N,N,2022-01-19 10:49:07.148,,"701017                          ",,,"50000830","50000815"
10236,A,0,8,"701018    ",KonsVerJ        ,"Wirtschaftswissenschaftliche Fakultät, Betriebswirtschaftslehre, insbesondere Konsumentenverhalten (J)","Betriebswirtschaftslehre, insbesondere Konsumentenverhalten (J)",,,,,,                    ,N,N,2022-01-19 10:49:07.151,,"701018                          ",,,"50000831","50000815"
10237,A,0,8,"701019    ",Wettpoli        ,"Wirtschaftswissenschaftliche Fakultät, Wettbewerbspolitik",Wettbewerbspolitik,,,,,,                    ,N,N,2022-01-19 10:49:07.154,,"701019                          ",,,"50000832","50000815"
10238,A,0,8,"701021    ",Ökonomtr        ,"Wirtschaftswissenschaftliche Fakultät, Ökonometrie",Ökonometrie,,,,,,                    ,N,N,2022-01-19 10:49:07.157,,"701021                          ",,,"50000833","50000815"
10387,A,0,10,"911300    ",SlawSp          ,"Zentraleinrichtung Sprachenzentrum, Slawische Sprachen",Slawische Sprachen,,,,,,                    ,N,N,2022-01-19 10:49:07.266,,"911300                          ",,,"50000876","50000871"
10952,A,,8,,MetLitwJ        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Methoden der Literaturwissenschaft (J)",Methoden der Literaturwissenschaft (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.552,,"521028                          ",,,"50000582","50000570"
10957,A,,8,,ASSyntx         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Allgemeine Sprachwissenschaft",Allgemeine Sprachwissenschaft,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.572,,"522012                          ",,,"50000591","50000588"
10958,A,,8,,DtPhonol        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Sprachwissenschaft des Deutschen: Phonetik / Phonologie",Sprachwissenschaft des Deutschen: Phonetik / Phonologie,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.587,,"522022                          ",,,"50000598","50000588"
9985,A,0,8,"522023    ",DtSyntax        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Sprachwissenschaft des Deutschen / Syntax",Sprachwissenschaft des Deutschen / Syntax,,,,,,                    ,N,N,2022-01-19 10:49:06.590,,"522023                          ",,,"50000599","50000588"
10030,A,0,8,"525012    ",NeuEnLit        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Neuere englische Literatur",Neuere englische Literatur,,,,,,                    ,N,N,2022-01-19 10:49:06.640,,"525012                          ",,,"50000622","50000619"
11535,A,,8,,MediPraS        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Musikwissenschaft und Medienwissenschaft, Mediale Praktiken (S)",Mediale Praktiken (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.904,,"551619                          ",,,"50000738","50000729"
10167,A,0,6,"600200    ",GfTheoFak       ,"Theologische Fakultät, Dekan(in) / Prodekan(in)  Dekanat, Dekan(in), Geschäftsführung",Geschäftsführung,,,,,,                    ,N,N,2022-01-19 10:49:07.065,,"600200                          ",,,"50000798","50000794"
10611,A,0,8,"535017    ",KulturWissen    ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Kulturen des Wissens",Kulturen des Wissens,,,,,,                    ,N,N,2022-01-19 11:00:42.749,,"551417                          ",,,"50000714","50000707"
11217,A,,8,,SocAnth         ,"Zentralinstitut Hermann von Helmholtz-Zentrum für Kulturtechnik, Social Anthropology",Social Anthropology,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.483,,"513018                          ",,,"50000547","50000869"
11218,A,,8,,InBehavJ        ,"Philosophische Fakultät, Institut für Bibliotheks- und Informationswissenschaft, Information Behavior",Information Behavior,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.501,,"514024                          ",,,"50000556","50000553"
9975,A,0,7,"522000    ",DtSpraLing      ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik",Institut für deutsche Sprache und Linguistik,,,,,,                    ,J,J,2022-01-19 10:49:06.564,,"522000                          ",,,"50000588","50000560"
10019,A,0,8,"524019    ",RomSprSp        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik, Romanische Sprachen (Schwerpunkt Spanisch)",Romanische Sprachen (Schwerpunkt Spanisch),,,,,,                    ,N,N,2022-01-19 10:49:06.627,,"524019                          ",,,"50000616","50000609"
10594,A,0,8,"536014    ",KGModern        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Kunstgeschichte der Moderne",Kunstgeschichte der Moderne,,,,,,                    ,N,N,2022-01-19 10:49:06.872,,"551514                          ",,,"50000723","50000719"
11537,A,,8,,GebärspJ        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Rehabilitationswissenschaften, Gebärdensprachen (J)",Gebärdensprachen (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.924,,"551718                          ",,,"50000745","50000740"
10244,A,0,8,"701027    ",WiPolit         ,"Wirtschaftswissenschaftliche Fakultät, Wirtschaftspolitik",Wirtschaftspolitik,,,,,,                    ,N,N,2022-01-19 10:49:07.175,,"701027                          ",,,"50000839","50000815"
10247,A,0,8,"701031    ",MigraÖkJ        ,"Wirtschaftswissenschaftliche Fakultät, Volkswirtschaftslehre, insbesondere Migrationsökonomie (J)","Volkswirtschaftslehre, insbesondere Migrationsökonomie (J)",,,,,,                    ,N,N,2022-01-19 10:49:07.183,,"701031                          ",,,"50000842","50000815"
8840,A,0,8,"513013    ",Std.Anth        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Stadtanthropologie und Mensch-Umwelt Beziehungen",Stadtanthropologie und Mensch-Umwelt Beziehungen,,,,,,                    ,N,N,2022-01-19 10:49:06.475,,"513013                          ",,,"50000543","50000541"
10970,A,,8,,Latinis         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Latinistik (J)",Latinistik (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.706,,"527015                          ",,,"50000647","50000642"
10609,A,0,8,"535014    ",KultÄsth        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Kulturtheorie und Kulturwissenschaftliche Ästhetik",Kulturtheorie und Kulturwissenschaftliche Ästhetik,,,,,,                    ,N,N,2022-01-19 10:49:06.850,,"551414                          ",,,"50000712","50000707"
10994,A,,8,,MusikAnt        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Musikwissenschaft und Medienwissenschaft, Digitale Medien und Computation (J)",Digitale Medien und Computation (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.900,,"551617                          ",,,"50000736","50000729"
10107,A,0,8,"545016    ",RehaSoz         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Rehabilitationswissenschaften, Rehabilitationssoziologie und berufliche Rehabilitation",Rehabilitationssoziologie und berufliche Rehabilitation,,,,,,                    ,N,N,2022-01-19 10:49:06.918,,"551716                          ",,,"50000743","50000740"
10166,A,0,11,"600111    ",StudDekTF       ,"Theologische Fakultät, Dekan(in) / Prodekan(in)  Dekanat, Prodekan(in) für Studium und Lehre",Prodekan(in) für Studium und Lehre,,,,,,                    ,N,N,2022-01-19 10:49:07.062,,"600111                          ",,,"50000795","50000793"
10181,A,0,8,"601011    ",ATGeIsra        ,"Theologische Fakultät, Geschichte Israels in der Altorientalischen Welt",Geschichte Israels in der Altorientalischen Welt,,,,,,                    ,N,N,2022-01-19 10:49:07.074,,"601011                          ",,,"50000802","50000792"
11556,A,,8,,ASprSemJ        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Allg. u. germanistische Sprachwiss.: Semantik u. Pragmatik (J)",Allg. u. germanistische Sprachwiss.: Semantik u. Pragmatik (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.574,,"522013                          ",,,"50000592","50000588"
10252,A,0,8,"701038    ",BwlNixdf        ,"Wirtschaftswissenschaftliche Fakultät, Betriebswirtschaftslehre (Heinz-Nixdorf-Stiftungsprofessur)",Betriebswirtschaftslehre (Heinz-Nixdorf-Stiftungsprofessur),,,,,,                    ,N,N,2022-01-19 10:49:07.198,,"701038                          ",,,"50000847","50000815"
11417,A,,8,,EuEthnGJ        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Europ. Ethnol.,Schwerpkt. kulturantropholog.Geschlechterfo. (J)","Europ. Ethnol.,Schwerpkt. kulturantropholog.Geschlechterfo. (J)",,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.485,,"513019                          ",,,"50000548","50000541"
11425,A,,8,,EE-MAntJ        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Europäische Ethnologie m. d. Schwerpunkt Medienanthropologie (J)",Europäische Ethnologie m. d. Schwerpunkt Medienanthropologie (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.489,,"513031                          ",,,"50000550","50000541"
11406,A,,,,pBiBW           ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Geschäftsführendes Direktorat, Arbeits- und Forschungsstelle Privatbibliothek Ch. und G. Wolf",Arbeits- und Forschungsstelle Privatbibliothek Ch. und G. Wolf,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.561,,"521093                          ",,,"50000586","50000571"
9980,A,0,8,"522015    ",FD/DaZ          ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Didaktik der deutschen Sprache/Deutsch als Zweitsprache",Didaktik der deutschen Sprache/Deutsch als Zweitsprache,,,,,,                    ,N,N,2022-01-19 10:49:06.578,,"522015                          ",,,"50000594","50000588"
10133,A,0,8,"546014    ",VglIntEW        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Vergleichende und Internationale Erziehungswissenschaft",Vergleichende und Internationale Erziehungswissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.798,,"551314                          ",,,"50000688","50000683"
10736,A,,8,"701016    ",MikroökA        ,"Wirtschaftswissenschaftliche Fakultät, Mikroökonomische Theorie und Ihre Anwendungen",Mikroökonomische Theorie und Ihre Anwendungen,,,,,,"701016              ",J,J,2022-01-19 10:49:07.145,,"701016                          ",,,"50000829","50000815"
10255,A,0,8,"701042    ",Climate         ,"Wirtschaftswissenschaftliche Fakultät, Quantitativ Climate, Weather and Energy Analysis (J)","Quantitativ Climate, Weather and Energy Analysis (J)",,,,,,                    ,N,N,2022-01-19 10:49:07.201,,"701042                          ",,,"50000848","50000815"
10259,A,0,8,"701046    ",MakroFiJ        ,"Wirtschaftswissenschaftliche Fakultät, Volkswirtschaftslehre (Makroökonomie und Finanzmärkte) (J)",Volkswirtschaftslehre (Makroökonomie und Finanzmärkte) (J),,,,,,                    ,N,N,2022-01-19 10:49:07.204,,"701046                          ",,,"50000849","50000815"
